商品ID,賣家ID,商品名稱,商品連結,價格,星星趴數,歷史銷售量,商家地點
915861591,56511670,現貨~冷凍冷藏兩用~吉馬 1尺9 BD-105 新莊＊尚實在專業電器＊GEMA 上掀式冷凍櫃 105公升,https://shopee.tw/現貨~冷凍冷藏兩用~吉馬-1尺9-BD-105-新莊＊尚實在專業電器＊GEMA-上掀式冷凍櫃-105公升-i.56511670.915861591?sp_atk=bcbe5739-ab5d-4560-a6db-5e9fec3c0c37&xptdk=bcbe5739-ab5d-4560-a6db-5e9fec3c0c37,4500.0,4.98,1045.0,新北市新莊區
1008748993,18910193,【中部電器】WONDER 旺德 來電顯示電話WD-7002 寶藍/米白/黑,https://shopee.tw/【中部電器】WONDER-旺德-來電顯示電話WD-7002-寶藍-米白-黑-i.18910193.1008748993?sp_atk=59d5eafd-a668-4bc5-8c6b-68fe47aa12fe&xptdk=59d5eafd-a668-4bc5-8c6b-68fe47aa12fe,299.0,4.92,290.0,臺南市七股區
6163299273,201695966,現貨 快速出貨 含稅 WD-40 WD40 精密電器清潔劑 電子接點清潔劑 電路板清潔 switch手柄JOY-CON,https://shopee.tw/現貨-快速出貨-含稅-WD-40-WD40-精密電器清潔劑-電子接點清潔劑-電路板清潔-switch手柄JOY-CON-i.201695966.6163299273?sp_atk=d6d5eff3-bff1-4cdc-ba07-84947127792c&xptdk=d6d5eff3-bff1-4cdc-ba07-84947127792c,227.5,4.99,13000.0,臺北市中山區
21975913372,480275119,⭐新款 限時免運⭐厨房收納架  帶滑軌可抽拉置物架 多功能落地置物架 電器架 烤箱架 帶輪收納櫃 儲物架 廚房層架,https://shopee.tw/⭐新款-限時免運⭐厨房收納架-帶滑軌可抽拉置物架-多功能落地置物架-電器架-烤箱架-帶輪收納櫃-儲物架-廚房層架-i.480275119.21975913372?sp_atk=ea6aad34-2c5c-49f4-b665-294662bcc11e&xptdk=ea6aad34-2c5c-49f4-b665-294662bcc11e,2275.5,4.67,49.0,彰化縣線西鄉
19432171512,37137599,慢慢家居 抽拉式層板廚房隙縫置物電器架(置物架、抽拉架) 現貨 廠商直送,https://shopee.tw/慢慢家居-抽拉式層板廚房隙縫置物電器架(置物架、抽拉架)-現貨-廠商直送-i.37137599.19432171512?sp_atk=fa779109-75c5-4445-bd3b-499201843370&xptdk=fa779109-75c5-4445-bd3b-499201843370,1450.0,4.75,152.0,桃園市楊梅區
1125559968,18910193,德國 百靈 BRAUN-複合式刀頭刀網匣(銀) 70S (1入組)【中部電器】,https://shopee.tw/德國-百靈-BRAUN-複合式刀頭刀網匣(銀)-70S-(1入組)【中部電器】-i.18910193.1125559968?sp_atk=d85b457e-4193-47e4-bf63-a3fbc6ed5191&xptdk=d85b457e-4193-47e4-bf63-a3fbc6ed5191,1150.0,4.87,136.0,臺南市七股區
10143869677,1881960,《電器✨現貨✨》🏎快速出貨🏎 TECO東元 經典高效空氣清淨機(適用3-6坪) NN9001BD。另售本型號濾網,https://shopee.tw/《電器✨現貨✨》🏎快速出貨🏎-TECO東元-經典高效空氣清淨機(適用3-6坪)-NN9001BD。另售本型號濾網-i.1881960.10143869677?sp_atk=aa8888dd-1ac3-41ca-b89e-b36eb5eebbb1&xptdk=aa8888dd-1ac3-41ca-b89e-b36eb5eebbb1,1089.5,4.92,156.0,臺北市大安區
21788622206,984103767,【嘉儀現貨3日達】雙開門廚房收纳置物架 防塵收納櫃 櫥櫃 廚櫃 電器碗碟微波爐置物櫃 零食玩具儲物架 公仔展示櫃客製化,https://shopee.tw/【嘉儀現貨3日達】雙開門廚房收纳置物架-防塵收納櫃-櫥櫃-廚櫃-電器碗碟微波爐置物櫃-零食玩具儲物架-公仔展示櫃客製化-i.984103767.21788622206?sp_atk=51be8333-4be4-4c67-9ef7-758984211fff&xptdk=51be8333-4be4-4c67-9ef7-758984211fff,3499.0,4.5,3556.0,嘉義縣竹崎鄉
16193691753,827208246,⚡110v轉220v變壓器 雙向變壓器 萬用變壓器 220v轉110變壓器 可調變壓器 2000w舜紅變壓器3000w,https://shopee.tw/⚡110v轉220v變壓器-雙向變壓器-萬用變壓器-220v轉110變壓器-可調變壓器-2000w舜紅變壓器3000w-i.827208246.16193691753?sp_atk=c4fe4394-8944-4928-a45a-e0923567df1b&xptdk=c4fe4394-8944-4928-a45a-e0923567df1b,1999.0,5.0,19.0,彰化縣埔鹽鄉
23338198281,907959200,🔥24小時出貨🔥廚房收納置物架 防塵收納櫃 櫥櫃 防塵櫥櫃 電器碗碟微波爐置物櫃 透明掀蓋置物架 可移動落帶櫃門餐廚櫃,https://shopee.tw/🔥24小時出貨🔥廚房收納置物架-防塵收納櫃-櫥櫃-防塵櫥櫃-電器碗碟微波爐置物櫃-透明掀蓋置物架-可移動落帶櫃門餐廚櫃-i.907959200.23338198281?sp_atk=57f23150-4ffa-482d-bec1-f9b59cc51ac1&xptdk=57f23150-4ffa-482d-bec1-f9b59cc51ac1,1979.5,4.48,84.0,臺北市中正區
309127930,18910193,LION HEART 獅子心營養十二生肖蛋糕機 LCM-139 【中部電器】,https://shopee.tw/LION-HEART-獅子心營養十二生肖蛋糕機-LCM-139-【中部電器】-i.18910193.309127930?sp_atk=c9028a7e-a861-4d1f-833b-fde8b99f4fc6&xptdk=c9028a7e-a861-4d1f-833b-fde8b99f4fc6,800.0,4.98,418.0,臺南市七股區
1662056233,9357517,[新竹當日發貨］升壓 110轉220舜紅牌變壓器 升壓器 3000W/ 2000W 110V轉 大陸電器專用,https://shopee.tw/-新竹當日發貨］升壓-110轉220舜紅牌變壓器-升壓器-3000W-2000W-110V轉-大陸電器專用-i.9357517.1662056233?sp_atk=9bed1358-8deb-4852-aefb-423d381e8c76&xptdk=9bed1358-8deb-4852-aefb-423d381e8c76,1070.5,4.95,1122.0,新竹市北區
431546011,18910193,SAMPO 聲寶 50公斤電子行李秤 BF-L1402AL / BFL1402AL 【中部電器】,https://shopee.tw/SAMPO-聲寶-50公斤電子行李秤-BF-L1402AL-BFL1402AL-【中部電器】-i.18910193.431546011?sp_atk=350511cb-db31-4a5c-9016-70b9e63cf2b2&xptdk=350511cb-db31-4a5c-9016-70b9e63cf2b2,229.0,4.94,601.0,臺南市七股區
384496623,22278404,《C&B》知多家多用途四段電器置物架(附側桌),https://shopee.tw/《C-B》知多家多用途四段電器置物架(附側桌)-i.22278404.384496623?sp_atk=b06e6030-d182-42b3-8928-9a49c523683c&xptdk=b06e6030-d182-42b3-8928-9a49c523683c,2150.0,4.86,91.0,臺中市東區
6042791307,4093582,《台灣現貨買五送一》 精密電器清潔劑550ml 電子接點清潔劑 電路板清潔 搖桿 主機板 電路板 音響,https://shopee.tw/《台灣現貨買五送一》-精密電器清潔劑550ml-電子接點清潔劑-電路板清潔-搖桿-主機板-電路板-音響-i.4093582.6042791307?sp_atk=8bafaf76-92ec-4bd5-ae5b-02301d947052&xptdk=8bafaf76-92ec-4bd5-ae5b-02301d947052,79.0,4.94,3090.0,臺南市南區
21210258790,409058183,【小玉電器】🍉超優惠🍉基本安裝+舊機回收 KOLIN 歌林12公斤單槽全自動洗衣機  BW-12S06 BW-12S05,https://shopee.tw/【小玉電器】🍉超優惠🍉基本安裝-舊機回收-KOLIN-歌林12公斤單槽全自動洗衣機-BW-12S06-BW-12S05-i.409058183.21210258790?sp_atk=64c92a60-874d-4a2b-8111-d5c87ffa7360&xptdk=64c92a60-874d-4a2b-8111-d5c87ffa7360,7550.0,4.99,110.0,新北市新店區
22523433728,146044307,台灣發貨 廚房置物架 烤箱架 不鏽鋼廚房層架 多功能落地式置物架 浴室置物架 烤箱架 隙縫收納架 電器架 微波爐架,https://shopee.tw/台灣發貨-廚房置物架-烤箱架-不鏽鋼廚房層架-多功能落地式置物架-浴室置物架-烤箱架-隙縫收納架-電器架-微波爐架-i.146044307.22523433728?sp_atk=8d116e3c-ef17-43d4-89b3-07506e3e2752&xptdk=8d116e3c-ef17-43d4-89b3-07506e3e2752,854.5,4.58,469.0,嘉義縣竹崎鄉
911001780,9227266,【FRONTIER】微電腦液晶定時器 TM-6331 多段循環型 計時器 定時器 電器預約 24h,https://shopee.tw/【FRONTIER】微電腦液晶定時器-TM-6331-多段循環型-計時器-定時器-電器預約-24h-i.9227266.911001780?sp_atk=f6502dab-1d23-4c85-8d77-153d83b5f86b&xptdk=f6502dab-1d23-4c85-8d77-153d83b5f86b,920.0,5.0,150.0,臺北市中山區
8626746813,5005248,建軍電器 保固一年【JBL】GO3 GO 3 可攜式防水藍牙喇叭 重低音 喇叭 多色可選,https://shopee.tw/建軍電器-保固一年【JBL】GO3-GO-3-可攜式防水藍牙喇叭-重低音-喇叭-多色可選-i.5005248.8626746813?sp_atk=28f93481-5932-4f94-927c-78833a64cabc&xptdk=28f93481-5932-4f94-927c-78833a64cabc,1355.5,4.97,1066.0,臺北市信義區
21428596021,6302217,【現貨】3層/4層/5層-加寬可移動抽拉式 -置物收納電器架 /置物架/ 收納架,https://shopee.tw/【現貨】3層-4層-5層-加寬可移動抽拉式-置物收納電器架-置物架-收納架-i.6302217.21428596021?sp_atk=9530ed0a-299a-4ee5-aa94-fde8661d9999&xptdk=9530ed0a-299a-4ee5-aa94-fde8661d9999,1749.0,4.75,154.0,新北市三重區
3418518322,18910193,[中南電器]PHILIPS 飛利浦 WP3812 WP3822 共用 水龍頭型淨水器專用濾心WP3922,https://shopee.tw/-中南電器-PHILIPS-飛利浦-WP3812-WP3822-共用-水龍頭型淨水器專用濾心WP3922-i.18910193.3418518322?sp_atk=82bb99ab-57f1-4125-a951-82505fae5c8e&xptdk=82bb99ab-57f1-4125-a951-82505fae5c8e,1449.0,4.95,244.0,臺南市七股區
449696864,6257586,現貨 全新品 USB風扇 MUJI 無印良品 原廠保固 USB 桌上型 風扇 循環扇 桌扇 風扇 扇 電扇 電器 無印,https://shopee.tw/現貨-全新品-USB風扇-MUJI-無印良品-原廠保固-USB-桌上型-風扇-循環扇-桌扇-風扇-扇-電扇-電器-無印-i.6257586.449696864?sp_atk=1924e1d0-f5cf-4f31-870c-52c12e476b42&xptdk=1924e1d0-f5cf-4f31-870c-52c12e476b42,879.0,4.97,232.0,臺北市大安區
294372349,6039527,日本電器專用 降壓器 變壓器 110V降100V 2000W 通用款,https://shopee.tw/日本電器專用-降壓器-變壓器-110V降100V-2000W-通用款-i.6039527.294372349?sp_atk=1422354e-043d-46c3-93e5-63ec2c5ee5b7&xptdk=1422354e-043d-46c3-93e5-63ec2c5ee5b7,1600.0,4.95,71.0,彰化縣福興鄉
6740006458,81260265,清潔劑｜WD-40 450ML 精密接點清潔 電子接點分解 快乾 電器接點 汽車電料 電路 (新噴頭款)NO:35013,https://shopee.tw/清潔劑｜WD-40-450ML-精密接點清潔-電子接點分解-快乾-電器接點-汽車電料-電路-(新噴頭款)NO-35013-i.81260265.6740006458?sp_atk=12455da4-db3c-46c9-a14a-8215a8a4373f&xptdk=12455da4-db3c-46c9-a14a-8215a8a4373f,320.0,4.96,123.0,臺中市北屯區
2042497420,18910193,【中部電器】嘉麗寶(可提式)美體律動舒脊搖擺機，SN-9701 【超商一筆限寄一台】,https://shopee.tw/【中部電器】嘉麗寶(可提式)美體律動舒脊搖擺機，SN-9701-【超商一筆限寄一台】-i.18910193.2042497420?sp_atk=336aa589-a8ed-468d-9309-b51f698d9784&xptdk=336aa589-a8ed-468d-9309-b51f698d9784,2180.0,4.93,380.0,臺南市七股區
21943631181,4619374,MIT 台灣製 110V 轉 100V 200W 降壓器 變壓器 整流變壓器 電源轉接器 穩壓器 適用於日本電器 全新,https://shopee.tw/MIT-台灣製-110V-轉-100V-200W-降壓器-變壓器-整流變壓器-電源轉接器-穩壓器-適用於日本電器-全新-i.4619374.21943631181?sp_atk=75ce1767-8e7b-4ec2-9067-322084c9b499&xptdk=75ce1767-8e7b-4ec2-9067-322084c9b499,270.0,4.91,164.0,新北市泰山區
8422424052,8970109,現貨秒出【SAKANO KEN 日本坂野健電器二合一安全寵物電剪(陶瓷刀頭/寵物剪毛器/寵物剃刀/剃毛刀/寵物美容電推),https://shopee.tw/現貨秒出【SAKANO-KEN-日本坂野健電器二合一安全寵物電剪(陶瓷刀頭-寵物剪毛器-寵物剃刀-剃毛刀-寵物美容電推)-i.8970109.8422424052?sp_atk=dc8a5ecb-5035-440c-936d-ca55967305cb&xptdk=dc8a5ecb-5035-440c-936d-ca55967305cb,660.0,4.9,174.0,新北市汐止區
14181548874,4041799,國源電器   愛惠浦 EVERPURE RES-800  RES800 10吋樹脂濾芯 全新原廠公司貨,https://shopee.tw/國源電器-愛惠浦-EVERPURE-RES-800-RES800-10吋樹脂濾芯-全新原廠公司貨-i.4041799.14181548874?sp_atk=bb6b5147-2ea7-4f6c-9bf1-4fc239656f0d&xptdk=bb6b5147-2ea7-4f6c-9bf1-4fc239656f0d,215.0,4.97,2144.0,新北市新莊區
56383843,2425225,JOSHIN專利變壓器MIT附發票 各式日本電器如電鍋、吹風機、水波爐專用降壓器110V轉100V 500-2000W,https://shopee.tw/JOSHIN專利變壓器MIT附發票-各式日本電器如電鍋、吹風機、水波爐專用降壓器110V轉100V-500-2000W-i.2425225.56383843?sp_atk=ec69ae28-5c07-45da-a1c8-e7ec53f1d042&xptdk=ec69ae28-5c07-45da-a1c8-e7ec53f1d042,1525.0,4.99,1526.0,新北市樹林區
4903451404,197322,簡約廚房收納架 MIT台灣製造 附插座 【免運】微波爐架 廚房架 多功能收納架 烤箱架 置物架 電器架 快速出貨,https://shopee.tw/簡約廚房收納架-MIT台灣製造-附插座-【免運】微波爐架-廚房架-多功能收納架-烤箱架-置物架-電器架-快速出貨-i.197322.4903451404?sp_atk=a9ae91b7-d26a-4d85-ad51-10332c94a234&xptdk=a9ae91b7-d26a-4d85-ad51-10332c94a234,929.0,4.95,475.0,彰化縣彰化市
8125938111,151301900,NWT威技最新款速冷低噪音移動式冷氣WAP09B20E,https://shopee.tw/NWT威技最新款速冷低噪音移動式冷氣WAP09B20E-i.151301900.8125938111?sp_atk=669e9d9a-a82f-4260-8b69-20ea06afab22&xptdk=669e9d9a-a82f-4260-8b69-20ea06afab22,7880.0,4.94,760.0,
5835610213,27742636,【祥昌電子】含稅 YC-103 110V變220V 電源升壓器 110轉220 變壓器 大陸電器在台使用 台灣製 50W,https://shopee.tw/【祥昌電子】含稅-YC-103-110V變220V-電源升壓器-110轉220-變壓器-大陸電器在台使用-台灣製-50W-i.27742636.5835610213?sp_atk=c980f169-b610-4eec-84da-2707be029d24&xptdk=c980f169-b610-4eec-84da-2707be029d24,165.0,4.92,2681.0,臺北市中正區
1578495771,5579582,現貨 日立除濕機RD-12BQ RD-12FR RD-16FQ RD-16FR濾網  PM2.5濾網 公司貨【皓聲電器】,https://shopee.tw/現貨-日立除濕機RD-12BQ-RD-12FR-RD-16FQ-RD-16FR濾網-PM2.5濾網-公司貨【皓聲電器】-i.5579582.1578495771?sp_atk=2b224edd-a4f7-4dcf-a754-ee40e57ed032&xptdk=2b224edd-a4f7-4dcf-a754-ee40e57ed032,240.0,4.99,704.0,新北市新店區
5022135215,16776486,充電式攜帶迷你吸塵器 適用車用/辦公/居家/家用/桌面 無線迷你吸塵 小型手持清潔機生活小電器攜帶式 寵物吸毛神器 禮物,https://shopee.tw/充電式攜帶迷你吸塵器-適用車用-辦公-居家-家用-桌面-無線迷你吸塵-小型手持清潔機生活小電器攜帶式-寵物吸毛神器-禮物-i.16776486.5022135215?sp_atk=2a83cf3a-9b2e-4243-8c77-e4b58906d792&xptdk=2a83cf3a-9b2e-4243-8c77-e4b58906d792,299.0,4.86,149.0,新北市新莊區
7447201434,286069739,TZUMii奇普雙門廚房櫃/碗盤櫃/餐櫥櫃/電器櫃(白橡木配白),https://shopee.tw/TZUMii奇普雙門廚房櫃-碗盤櫃-餐櫥櫃-電器櫃(白橡木配白)-i.286069739.7447201434?sp_atk=e86a91d3-6a1d-4d93-9b65-0bf1b8660899&xptdk=e86a91d3-6a1d-4d93-9b65-0bf1b8660899,1099.0,4.88,155.0,苗栗縣銅鑼鄉
41336821,5453670,怡悅 靜電空氣濾網 適用 3M 小米 SHARP Honeywell 空氣清淨機 除濕機 冷氣機 單卷賣場,https://shopee.tw/怡悅-靜電空氣濾網-適用-3M-小米-SHARP-Honeywell-空氣清淨機-除濕機-冷氣機-單卷賣場-i.5453670.41336821?sp_atk=bd0d0e68-cc30-4d84-82dc-f040e940f08f&xptdk=bd0d0e68-cc30-4d84-82dc-f040e940f08f,130.0,4.97,68000.0,南投縣南投市
11651587085,5453670,怡悅 抗菌 抗病毒 HEPA 濾心 適用 Blueair JOY S 3210 411 微粒 活性碳 JOYS,https://shopee.tw/怡悅-抗菌-抗病毒-HEPA-濾心-適用-Blueair-JOY-S-3210-411-微粒-活性碳-JOYS-i.5453670.11651587085?sp_atk=09e489a7-4bae-44f8-9844-417ea9eb589e&xptdk=09e489a7-4bae-44f8-9844-417ea9eb589e,499.0,4.99,696.0,南投縣南投市
22970669711,9691809,現貨免運🥇移動式冷氣 水冷扇 冷風機 10L移動式水冷空調扇 遙控空調扇 移動空調扇 冷風扇 移動冷風扇 電風扇,https://shopee.tw/現貨免運🥇移動式冷氣-水冷扇-冷風機-10L移動式水冷空調扇-遙控空調扇-移動空調扇-冷風扇-移動冷風扇-電風扇-i.9691809.22970669711?sp_atk=873eb7f9-fe52-4078-a7fc-a7447cf5b956&xptdk=873eb7f9-fe52-4078-a7fc-a7447cf5b956,1175.0,4.73,1219.0,桃園市大園區
22236019028,196061871,【彰化出貨，附發票】置物層架 角鋼置物架 耐重層架 多功能置物架 收納架 置物架 收納櫃 層架 展示架 鐵架 免螺絲,https://shopee.tw/【彰化出貨，附發票】置物層架-角鋼置物架-耐重層架-多功能置物架-收納架-置物架-收納櫃-層架-展示架-鐵架-免螺絲-i.196061871.22236019028?sp_atk=efd4d3e6-a505-4746-b23d-55ad1c45ae66&xptdk=efd4d3e6-a505-4746-b23d-55ad1c45ae66,1619.0,4.83,1415.0,彰化縣線西鄉
11473150392,8128990,除毛球機 高效強勁動力 亞馬遜熱賣 除毛球機 毛球修剪器 起毛球 毛衣 除毛球 除毛機 除毛 毛球,https://shopee.tw/除毛球機-高效強勁動力-亞馬遜熱賣-除毛球機-毛球修剪器-起毛球-毛衣-除毛球-除毛機-除毛-毛球-i.8128990.11473150392?sp_atk=2cb9efc7-65ad-4ed6-9e4f-cb4c86ef0b1e&xptdk=2cb9efc7-65ad-4ed6-9e4f-cb4c86ef0b1e,199.0,4.95,5538.0,新北市汐止區
18313069282,344095175,【台灣授權保固+現貨】海說Virgo除濕機 12公升 空氣清淨除濕機 30坪 空氣清淨機 大容量 空氣清淨 家用除濕器,https://shopee.tw/【台灣授權保固-現貨】海說Virgo除濕機-12公升-空氣清淨除濕機-30坪-空氣清淨機-大容量-空氣清淨-家用除濕器-i.344095175.18313069282?sp_atk=cd37a6cb-665a-412d-9cb3-9cc007451505&xptdk=cd37a6cb-665a-412d-9cb3-9cc007451505,3975.0,4.96,418.0,桃園市龜山區
13490484458,549922939,現貨 20寸110v遙控旋轉式無業風扇 無刷電機渦輪無葉風扇 usb桌面充電式小電扇 攜帶便捷式電風扇 可自取,https://shopee.tw/現貨-20寸110v遙控旋轉式無業風扇-無刷電機渦輪無葉風扇-usb桌面充電式小電扇-攜帶便捷式電風扇-可自取-i.549922939.13490484458?sp_atk=40fd10fd-b32c-4e8e-984c-4595989be263&xptdk=40fd10fd-b32c-4e8e-984c-4595989be263,1120.0,4.48,218.0,新北市中和區
11224744561,6911881,完美主義｜Noya雙門兩抽廚房櫃(兩色) 餐櫃 電器櫃 餐廚櫃 廚房架 下櫃 廚房收納 收納櫃【N0116】,https://shopee.tw/完美主義｜Noya雙門兩抽廚房櫃(兩色)-餐櫃-電器櫃-餐廚櫃-廚房架-下櫃-廚房收納-收納櫃【N0116】-i.6911881.11224744561?sp_atk=f6ab5925-3f4f-4d35-9be9-6da247b0f9e5&xptdk=f6ab5925-3f4f-4d35-9be9-6da247b0f9e5,3280.0,4.82,132.0,臺中市神岡區
4159127442,7349717,家用滅火器 臺灣製造不銹鋼瓶裝滅火器 水海龍水滅火器 無毒不導電 使用後可百次送回重充填 撲滅初期油液氣和電器火災,https://shopee.tw/家用滅火器-臺灣製造不銹鋼瓶裝滅火器-水海龍水滅火器-無毒不導電-使用後可百次送回重充填-撲滅初期油液氣和電器火災-i.7349717.4159127442?sp_atk=0431135f-5ac2-4979-ae0b-a3ce8c4b98cc&xptdk=0431135f-5ac2-4979-ae0b-a3ce8c4b98cc,1067.5,4.97,228.0,臺北市中正區
122405143,14938824,舜紅 3000W變壓器 110轉220 110升220 110V轉220V 大陸電器台灣用 升壓器,https://shopee.tw/舜紅-3000W變壓器-110轉220-110升220-110V轉220V-大陸電器台灣用-升壓器-i.14938824.122405143?sp_atk=6f7aa0a4-105f-4fbc-9b7e-9edab6afaf9f&xptdk=6f7aa0a4-105f-4fbc-9b7e-9edab6afaf9f,970.0,4.93,1540.0,臺南市安南區
1436044108,48653109,電器足溫器 足暖器 足暖即快暖腳機(現貨) HFT-710 全新品 / 福利品,https://shopee.tw/電器足溫器-足暖器-足暖即快暖腳機(現貨)-HFT-710-全新品-福利品-i.48653109.1436044108?sp_atk=7e7e11ec-a446-4470-a94b-a93369259093&xptdk=7e7e11ec-a446-4470-a94b-a93369259093,790.0,4.97,634.0,
6032722324,122565327,台灣現貨 舜紅 變壓器 110v轉220V 變壓器 電壓轉換器 220v大陸電器 3000W 2000w 變壓器 轉壓器,https://shopee.tw/台灣現貨-舜紅-變壓器-110v轉220V-變壓器-電壓轉換器-220v大陸電器-3000W-2000w-變壓器-轉壓器-i.122565327.6032722324?sp_atk=5c3fbaf3-811c-47aa-8d9f-595e0e9e6502&xptdk=5c3fbaf3-811c-47aa-8d9f-595e0e9e6502,1399.0,4.97,169.0,臺中市烏日區
7574196102,350102612,高低長寬可調整!酷酷黑的廚房電器收納層架 媛心♡樂居 微波爐架 烤箱架 桌上置物架 廚房電器架 檯面收納 廚房收納,https://shopee.tw/高低長寬可調整!酷酷黑的廚房電器收納層架-媛心♡樂居-微波爐架-烤箱架-桌上置物架-廚房電器架-檯面收納-廚房收納-i.350102612.7574196102?sp_atk=9011d599-ab37-4e4e-96cc-482ee52ea376&xptdk=9011d599-ab37-4e4e-96cc-482ee52ea376,503.0,4.96,4096.0,高雄市大寮區
20305409536,6872528,【太星電工】《OTM312》 智慧定時器 一鍵搞定  定時器1000W 智慧節能倒數定時器,https://shopee.tw/【太星電工】《OTM312》-智慧定時器-一鍵搞定-定時器1000W-智慧節能倒數定時器-i.6872528.20305409536?sp_atk=1ffc3507-22f4-40a3-ac88-1c082e665bb1&xptdk=1ffc3507-22f4-40a3-ac88-1c082e665bb1,230.0,4.97,1103.0,臺中市神岡區
19667346843,480275119,⭐新款 限時下殺⭐ 廚房置物架 可調節置物架 抽拉收納架.電器碗碟調料儲物櫃 三/四/五層置物 傢用夾縫可摺叠 帶輪櫥櫃,https://shopee.tw/⭐新款-限時下殺⭐-廚房置物架-可調節置物架-抽拉收納架.電器碗碟調料儲物櫃-三-四-五層置物-傢用夾縫可摺叠-帶輪櫥櫃-i.480275119.19667346843?sp_atk=09b931bb-e037-432e-ac8f-7a8e96b553a3&xptdk=09b931bb-e037-432e-ac8f-7a8e96b553a3,2130.0,4.38,162.0,彰化縣線西鄉
3006210716,8970109,現貨【日本SAKANO KEN 坂野健電器】無線輕巧電動理髮器(理髮器/電剪/推剪器/電剪刀/電動理髮剪),https://shopee.tw/現貨【日本SAKANO-KEN-坂野健電器】無線輕巧電動理髮器(理髮器-電剪-推剪器-電剪刀-電動理髮剪)-i.8970109.3006210716?sp_atk=1be424ad-5d67-48bc-b056-32f7b3fb51f7&xptdk=1be424ad-5d67-48bc-b056-32f7b3fb51f7,499.0,4.91,38.0,新北市汐止區
5240671183,170286760,萬國總機系統 6鍵數位話機 FX-MIDI/FX30/FX60/FX100/FX500 DT-8850D-6A,https://shopee.tw/萬國總機系統-6鍵數位話機-FX-MIDI-FX30-FX60-FX100-FX500-DT-8850D-6A-i.170286760.5240671183?sp_atk=178edeec-93a8-4f46-ac93-5fb0004879b7&xptdk=178edeec-93a8-4f46-ac93-5fb0004879b7,1719.0,4.97,405.0,高雄市新興區
14287977613,196058794,免安裝折疊置物架 秒開層架 收納架 鐵力士架 三/四/五層架 波浪架 鐵架 折疊層架 電器架 展示架 貨架 層架 附輪子,https://shopee.tw/免安裝折疊置物架-秒開層架-收納架-鐵力士架-三-四-五層架-波浪架-鐵架-折疊層架-電器架-展示架-貨架-層架-附輪子-i.196058794.14287977613?sp_atk=d7b63075-2a92-40c9-b941-f6d062bd6018&xptdk=d7b63075-2a92-40c9-b941-f6d062bd6018,649.0,4.9,392.0,嘉義縣民雄鄉
12391785602,409058183,【小玉電器】TECO 東元 7KG 定頻直立式洗衣機 W0711FW  小資族 首選👍👍,https://shopee.tw/【小玉電器】TECO-東元-7KG-定頻直立式洗衣機-W0711FW-小資族-首選👍👍-i.409058183.12391785602?sp_atk=b151b8f2-d06b-4b72-b066-05a125b6306d&xptdk=b151b8f2-d06b-4b72-b066-05a125b6306d,5500.0,5.0,30.0,新北市新店區
121652860,2425225,MIT日本電器 Dyson 國際牌 日立 吸塵器必備降壓器 變壓器 110V轉100V 1500W 4色任選,https://shopee.tw/MIT日本電器-Dyson-國際牌-日立-吸塵器必備降壓器-變壓器-110V轉100V-1500W-4色任選-i.2425225.121652860?sp_atk=68275e11-cad5-4666-8ef6-5760d110c17e&xptdk=68275e11-cad5-4666-8ef6-5760d110c17e,1450.0,4.96,106.0,新北市樹林區
185025135,14938824,舜紅 3000W降壓器 220V轉110V 220V插座110V電器 台灣電器出國用,https://shopee.tw/舜紅-3000W降壓器-220V轉110V-220V插座110V電器-台灣電器出國用-i.14938824.185025135?sp_atk=34bd367b-af8b-47f5-83f8-123096e4e481&xptdk=34bd367b-af8b-47f5-83f8-123096e4e481,1020.0,4.96,652.0,臺南市安南區
19412096924,36054660,♂✴☞太陽能發電系統10000W電源逆變器 18W太陽能電池板 30A控制器12V轉110V智能數顯節電器家用戶外太陽能,https://shopee.tw/♂✴☞太陽能發電系統10000W電源逆變器-18W太陽能電池板-30A控制器12V轉110V智能數顯節電器家用戶外太陽能-i.36054660.19412096924?sp_atk=97afaa6d-02f8-453c-89df-401c3937ee6e&xptdk=97afaa6d-02f8-453c-89df-401c3937ee6e,1971.0,5.0,13.0,桃園市蘆竹區
451142485,5579582,現貨 FS-1P/FS-2/FS-7P 啟動器 HUL 【皓聲電器】,https://shopee.tw/現貨-FS-1P-FS-2-FS-7P-啟動器-HUL-【皓聲電器】-i.5579582.451142485?sp_atk=8289dbdc-5b44-4af0-93b1-bf93c34d138d&xptdk=8289dbdc-5b44-4af0-93b1-bf93c34d138d,150.0,4.93,400.0,新北市新店區
23318520785,276909366,【慢慢家居】C型無印風-加高簡約高耐重電器置物架 分層架 收納架 氣炸鍋 電鍋 微波爐 烤箱 現貨在台,https://shopee.tw/【慢慢家居】C型無印風-加高簡約高耐重電器置物架-分層架-收納架-氣炸鍋-電鍋-微波爐-烤箱-現貨在台-i.276909366.23318520785?sp_atk=f6bad44e-35ea-44e0-82d8-0fba897dcda2&xptdk=f6bad44e-35ea-44e0-82d8-0fba897dcda2,449.0,4.95,453.0,桃園市龜山區
